player,pokemon,turns_active,times_brought_in,kos,pct_dmg_dealt,pct_dmg_taken,pct_dmg_healed,hits_taken,tera,tera_type,team_tera,team_tera_first,lead,faint,team_win
kythr,Great Tusk,4,2,2,133,100,0,2,0,,1,0,0,1,1
kythr,Iron Valiant,4,1,1,100,18,0,0,1,Dark,1,0,0,0,1
kythr,Kingambit,0,0,0,0,0,0,0,0,,1,0,0,0,1
kythr,Landorus-Therian,6,2,1,216,142,42,1,0,,1,0,0,1,1
kythr,Rotom-Wash,7,3,0,123,103,44,3,0,,1,0,1,0,1
kythr,Slowking-Galar,4,3,1,132,88,64,1,0,,1,0,0,0,1
so noisy,Azumarill,3,1,2,102,100,0,3,0,,1,1,0,1,0
so noisy,Baxcalibur,0,1,0,0,100,0,1,0,,1,1,0,1,0
so noisy,Glimmora,2,1,0,92,100,0,2,0,,1,1,1,1,0
so noisy,Iron Valiant,2,1,1,134,100,0,2,0,,1,1,0,1,0
so noisy,Kingambit,2,2,1,100,100,0,1,0,,1,1,0,1,0
so noisy,Moltres-Galar,2,1,1,100,100,0,2,1,Ground,1,1,0,1,0
punk choi,Baxcalibur,4,2,3,255,52,0,1,1,Fairy,1,0,0,0,1
punk choi,Dragapult,2,2,1,12,100,0,2,0,,1,0,0,1,1
punk choi,Gholdengo,2,1,0,88,100,0,2,0,,1,0,0,1,1
punk choi,Iron Valiant,1,1,1,100,100,0,1,0,,1,0,0,1,1
punk choi,Kingambit,1,1,0,45,106,6,1,0,,1,0,0,1,1
punk choi,Samurott-Hisui,3,1,1,100,100,0,2,0,,1,0,1,1,1
Luispeikou,Baxcalibur,3,2,2,133,100,0,2,1,Dragon,1,0,0,1,1
Luispeikou,Garganacl,15,3,1,35,386,286,13,0,,1,0,0,1,1
Luispeikou,Gholdengo,0,0,0,0,0,0,0,0,,1,0,0,0,1
Luispeikou,Great Tusk,3,2,2,90,6,6,0,0,,1,0,0,0,1
Luispeikou,Slowking,2,2,0,11,100,0,2,0,,1,0,1,1,1
Luispeikou,Zapdos,1,2,1,106,100,0,2,0,,1,0,0,1,1
thankyou,Dragapult,2,2,1,61,100,0,1,0,,1,1,1,1,0
thankyou,Great Tusk,5,3,0,111,100,0,2,0,,1,1,0,1,0
thankyou,Heatran,8,3,2,164,144,44,5,1,Grass,1,1,0,1,0
thankyou,Kingambit,2,2,1,100,100,0,2,0,,1,1,0,1,0
thankyou,Landorus-Therian,5,2,0,150,100,0,3,0,,1,1,0,1,0
thankyou,Rotom-Wash,0,1,0,0,100,0,1,0,,1,1,0,1,0
Tace㋛,Cinderace,4,2,1,127,73,24,4,0,,1,0,0,0,0
Tace㋛,Kingambit,2,1,0,68,112,12,2,1,Flying,1,0,0,1,0
Tace㋛,Landorus-Therian,2,2,0,4,100,0,3,0,,1,0,0,1,0
Tace㋛,Rotom-Wash,1,2,1,84,100,0,2,0,,1,0,0,1,0
Tace㋛,Slowking-Galar,4,6,1,139,216,116,4,0,,1,0,1,1,0
Tace㋛,Zamazenta,1,2,1,24,106,6,1,0,,1,0,0,1,0
R0SE VILLAIN,Hawlucha,2,1,0,84,100,0,2,0,,1,1,0,1,1
R0SE VILLAIN,Heatran,3,1,0,71,119,19,3,0,,1,1,0,1,1
R0SE VILLAIN,Iron Valiant,2,1,0,60,112,12,2,0,,1,1,0,1,1
R0SE VILLAIN,Mew,7,1,3,352,193,93,4,1,Fairy,1,1,0,1,1
R0SE VILLAIN,Rillaboom,4,3,1,34,24,0,0,0,,1,1,1,0,1
R0SE VILLAIN,Sneasler,1,1,1,45,6,6,0,0,,1,1,0,0,1
SAMQIAN 9000,Dragapult,7,3,0,162,148,48,3,0,,1,0,0,1,0
SAMQIAN 9000,Enamorus,4,4,0,142,100,0,4,0,,1,0,0,1,0
SAMQIAN 9000,Glimmora,2,2,0,25,100,0,2,0,,1,0,1,1,0
SAMQIAN 9000,Great Tusk,2,1,0,0,100,0,3,0,,1,0,0,1,0
SAMQIAN 9000,Iron Valiant,6,3,3,170,100,0,2,1,Dark,1,0,0,1,0
SAMQIAN 9000,Kingambit,5,3,1,73,125,25,2,0,,1,0,0,1,0
S.Berlusconi VGC,Cinderace,3,3,2,31,29,0,1,0,,1,1,0,0,1
S.Berlusconi VGC,Garganacl,9,4,3,91,284,184,11,1,Water,1,1,0,1,1
S.Berlusconi VGC,Great Tusk,5,4,0,116,112,12,2,0,,1,1,0,1,1
S.Berlusconi VGC,Kingambit,0,0,0,0,0,0,0,0,,1,1,0,0,1
S.Berlusconi VGC,Landorus-Therian,5,3,1,165,143,43,1,0,,1,1,0,1,1
S.Berlusconi VGC,Slowking-Galar,4,3,0,82,158,58,3,0,,1,1,1,1,1
TFG Spec╪ear,Baxcalibur,10,6,2,426,100,0,2,1,Dragon,1,0,0,1,0
TFG Spec╪ear,Great Tusk,3,2,1,167,119,19,3,0,,1,0,0,1,0
TFG Spec╪ear,Iron Valiant,8,5,0,228,100,0,3,0,,1,0,0,1,0
TFG Spec╪ear,Kingambit,3,3,0,43,113,13,3,0,,1,0,0,1,0
TFG Spec╪ear,Rotom-Heat,4,3,0,51,100,0,5,0,,1,0,0,1,0
TFG Spec╪ear,Volcanion,3,3,1,145,100,0,3,0,,1,0,1,1,0
Trosko,Garganacl,19,3,3,224,476,415,15,1,Water,1,1,0,0,1
Trosko,Gholdengo,2,3,1,58,150,50,4,0,,1,1,0,1,1
Trosko,Great Tusk,3,2,0,9,101,31,2,0,,1,1,0,0,1
Trosko,Meowscarada,6,5,2,145,100,0,2,0,,1,1,0,1,1
Trosko,Slowking-Galar,2,2,0,0,133,33,3,0,,1,1,0,1,1
Trosko,Zapdos,4,3,0,141,100,0,2,0,,1,1,1,1,1
Finchinator,Dragapult,5,5,1,187,100,0,2,0,,1,1,0,1,0
Finchinator,Great Tusk,2,5,1,92,100,0,4,1,Fairy,1,1,0,1,0
Finchinator,Kingambit,1,2,0,0,106,6,1,0,,1,1,0,1,0
Finchinator,Landorus-Therian,3,3,0,6,106,6,3,0,,1,1,1,1,0
Finchinator,Samurott-Hisui,5,4,1,182,100,0,2,0,,1,1,0,1,0
Finchinator,Slowking-Galar,12,8,0,34,273,173,8,0,,1,1,0,1,0
tesoro mio,Baxcalibur,5,3,1,133,16,0,0,0,,0,0,0,0,1
tesoro mio,Corviknight,5,5,0,19,153,112,2,0,,0,0,0,0,1
tesoro mio,Great Tusk,4,3,1,124,134,34,2,0,,0,0,0,1,1
tesoro mio,Ting-Lu,1,2,0,43,100,0,3,0,,0,0,0,1,1
tesoro mio,Tornadus-Therian,11,6,4,376,93,33,3,0,,0,0,0,0,1
tesoro mio,Toxapex,1,4,0,11,139,39,4,0,,0,0,1,1,1
Ox the Fox,Enamorus-Therian,2,2,0,0,100,0,2,0,,1,1,0,1,0
Ox the Fox,Great Tusk,4,1,1,114,100,0,2,0,,1,1,0,1,0
Ox the Fox,Grimmsnarl,2,3,0,0,100,0,2,0,,1,1,1,1,0
Ox the Fox,Hatterene,2,2,1,7,113,13,2,0,,1,1,0,1,0
Ox the Fox,Iron Hands,3,2,0,84,114,14,4,0,,1,1,0,1,0
Ox the Fox,Kingambit,4,3,1,168,100,0,3,1,Flying,1,1,0,1,0
gilbert arenas,Gholdengo,10,2,6,438,73,50,3,1,Dark,1,0,0,0,1
gilbert arenas,Great Tusk,5,2,0,68,100,0,3,0,,1,0,0,1,1
gilbert arenas,Samurott-Hisui,2,2,0,0,100,0,1,0,,1,0,0,1,1
gilbert arenas,Slowking-Galar,3,1,0,37,0,0,0,0,,1,0,1,0,1
gilbert arenas,Walking Wake,0,0,0,0,0,0,0,0,,1,0,0,0,1
gilbert arenas,Zapdos,3,3,0,35,100,0,2,0,,1,0,0,1,1
mind gaming,Baxcalibur,7,1,2,355,74,6,1,1,Dragon,1,1,0,0,1
mind gaming,Cinderace,6,4,0,59,100,0,5,0,,1,1,0,1,1
mind gaming,Enamorus,4,4,1,225,100,0,3,0,,1,1,0,1,1
mind gaming,Great Tusk,10,10,0,352,71,65,3,0,,1,1,0,0,1
mind gaming,Kingambit,3,3,3,154,69,7,1,0,,1,1,0,0,1
mind gaming,Slowking-Galar,25,16,0,61,249,231,13,0,,1,1,1,0,1
tesoro mio,Cinderace,7,4,1,117,100,0,3,0,,1,0,1,1,0
tesoro mio,Corviknight,17,11,0,110,393,293,20,0,,1,0,0,1,0
tesoro mio,Dondozo,3,2,0,0,179,79,4,0,,1,0,0,1,0
tesoro mio,Garganacl,18,12,1,218,261,161,8,0,,1,0,0,1,0
tesoro mio,Great Tusk,6,3,0,72,118,18,2,0,,1,0,0,1,0
tesoro mio,Toxapex,1,4,0,0,179,79,4,1,Fairy,1,0,0,1,0
Ciro Napoli,Baxcalibur,4,2,1,120,100,0,2,0,,1,0,0,1,0
Ciro Napoli,Dragapult,5,4,0,248,100,0,1,0,,1,0,1,1,0
Ciro Napoli,Kingambit,5,1,1,138,100,0,3,0,,1,0,0,1,0
Ciro Napoli,Ting-Lu,5,5,0,22,100,0,5,0,,1,0,0,1,0
Ciro Napoli,Toxapex,5,3,1,68,100,0,2,1,Fairy,1,0,0,1,0
Ciro Napoli,Zapdos,14,6,1,165,301,201,8,0,,1,0,0,1,0
damien the genius,Great Tusk,2,3,1,16,100,0,4,0,,1,1,0,1,1
damien the genius,Hoopa-Unbound,7,2,1,224,110,10,3,0,,1,1,0,1,1
damien the genius,Kingambit,2,3,2,81,83,13,1,0,,1,1,0,0,1
damien the genius,Slowking-Galar,11,11,1,35,360,267,13,1,Fairy,1,1,1,0,1
damien the genius,Zamazenta,0,3,0,0,112,12,2,0,,1,1,0,1,1
damien the genius,Zapdos,10,5,1,224,120,20,3,0,,1,1,0,1,1
Ciro Napoli,Baxcalibur,5,3,1,137,100,0,2,0,,1,0,0,1,0
Ciro Napoli,Garganacl,3,3,0,73,131,31,3,1,Water,1,0,0,1,0
Ciro Napoli,Great Tusk,5,2,0,60,100,0,4,0,,1,0,1,1,0
Ciro Napoli,Iron Valiant,1,1,0,62,100,0,1,0,,1,0,0,1,0
Ciro Napoli,Moltres,17,5,1,263,294,194,7,0,,1,0,0,1,0
Ciro Napoli,Rotom-Wash,3,3,0,16,124,24,3,0,,1,0,0,1,0
Garay oak,Cinderace,1,1,0,3,59,0,1,0,,1,1,0,0,1
Garay oak,Dragonite,8,2,1,169,201,101,6,0,,1,1,0,1,1
Garay oak,Enamorus,4,3,4,169,62,0,2,0,,1,1,0,0,1
Garay oak,Great Tusk,4,2,1,100,106,6,6,0,,1,1,0,1,1
Garay oak,Kingambit,2,2,0,127,74,12,2,1,Fairy,1,1,0,0,1
Garay oak,Slowking-Galar,10,6,0,168,193,133,9,0,,1,1,1,0,1
Wanony,Enamorus,3,4,1,114,100,0,2,0,,1,1,0,1,0
Wanony,Grimmsnarl,5,2,0,43,100,0,6,0,,1,1,1,1,0
Wanony,Moltres-Galar,1,1,1,12,100,0,2,0,,1,1,0,1,0
Wanony,Sneasler,3,2,0,147,100,0,2,0,,1,1,0,1,0
Wanony,Ursaluna,1,2,1,26,100,0,2,0,,1,1,0,1,0
Wanony,Zamazenta,8,1,1,279,100,0,4,1,Steel,1,1,0,1,0
sylveon supremacy,Baxcalibur,2,2,2,75,19,0,0,0,,1,0,0,0,1
sylveon supremacy,Cinderace,0,1,0,19,100,0,1,0,,1,0,0,1,1
sylveon supremacy,Enamorus,4,2,2,213,100,0,2,0,,1,0,0,1,1
sylveon supremacy,Great Tusk,7,2,1,100,138,38,4,0,,1,0,1,1,1
sylveon supremacy,Kingambit,6,2,1,187,124,24,4,1,Flying,1,0,0,1,1
sylveon supremacy,Slowking-Galar,4,3,0,0,159,67,4,0,,1,0,0,0,1
ice pais,Baxcalibur,4,4,1,128,100,0,3,0,,1,0,0,1,0
ice pais,Great Tusk,3,3,0,123,100,0,4,0,,1,0,0,1,0
ice pais,Samurott-Hisui,3,3,0,71,100,0,3,0,,1,0,0,1,0
ice pais,Slowking-Galar,9,8,0,145,300,200,10,1,Grass,1,0,0,1,0
ice pais,Sneasler,0,2,0,0,100,0,2,0,,1,0,0,1,0
ice pais,Zapdos,9,9,0,164,200,100,7,0,,1,0,1,1,0
mushamu,Amoonguss,6,3,0,73,98,43,4,1,Fairy,1,1,1,0,1
mushamu,Cinderace,5,3,2,98,55,0,1,0,,1,1,0,0,1
mushamu,Garganacl,10,3,0,47,320,220,11,0,,1,1,0,1,1
mushamu,Iron Valiant,9,2,3,333,81,0,1,0,,1,1,0,0,1
mushamu,Kingambit,5,2,1,203,33,25,3,0,,1,1,0,0,1
mushamu,Landorus-Therian,4,1,0,109,68,6,1,0,,1,1,0,0,1
Roller K,Cinderace,5,4,0,113,100,0,3,0,,1,0,0,1,0
Roller K,Garganacl,15,4,1,115,294,194,9,1,Water,1,0,0,1,0
Roller K,Great Tusk,4,3,2,167,112,12,3,0,,1,0,0,1,0
Roller K,Hoopa-Unbound,3,5,0,149,159,59,5,0,,1,0,0,1,0
Roller K,Scream Tail,8,5,0,0,222,122,7,0,,1,0,1,1,0
Roller K,Zapdos,6,8,0,180,161,61,5,0,,1,0,0,1,0
Fogbound Lake,Baxcalibur,17,6,4,569,166,66,5,1,Ground,1,1,0,1,1
Fogbound Lake,Cinderace,3,3,0,10,100,0,2,0,,1,1,1,1,1
Fogbound Lake,Enamorus,4,6,1,196,100,0,3,0,,1,1,0,1,1
Fogbound Lake,Great Tusk,3,4,1,23,84,19,3,0,,1,1,0,0,1
Fogbound Lake,Kingambit,0,2,0,0,50,7,1,0,,1,1,0,0,1
Fogbound Lake,Slowking-Galar,14,9,0,156,316,217,10,0,,1,1,0,0,1
Ruft,Cinderace,2,2,0,0,100,0,1,1,Ghost,1,1,0,1,1
Ruft,Garganacl,17,4,2,190,380,280,13,0,,1,1,0,1,1
Ruft,Great Tusk,10,6,4,253,148,112,6,0,,1,1,0,0,1
Ruft,Hoopa-Unbound,0,0,0,0,0,0,0,0,,1,1,0,0,1
Ruft,Scream Tail,6,3,0,0,200,100,4,0,,1,1,0,1,1
Ruft,Zapdos,3,2,0,138,43,0,1,0,,1,1,1,0,1
Ox the Fox,Dragapult,2,4,0,0,118,18,2,0,,1,0,0,1,0
Ox the Fox,Dragonite,16,1,0,297,318,218,4,0,,1,0,0,1,0
Ox the Fox,Great Tusk,3,3,0,81,100,0,4,0,,1,0,0,1,0
Ox the Fox,Iron Hands,10,5,1,245,192,92,5,0,,1,0,0,1,0
Ox the Fox,Kingambit,6,3,2,237,130,30,2,1,Dark,1,0,0,1,0
Ox the Fox,Samurott-Hisui,1,2,0,11,100,0,2,0,,1,0,1,1,0
Kushalos,Dragonite,2,2,0,35,26,0,2,0,,1,0,0,0,1
Kushalos,Gholdengo,1,1,0,0,100,0,1,0,,1,0,0,1,1
Kushalos,Great Tusk,2,1,0,42,71,0,2,0,,1,0,0,0,1
Kushalos,Iron Moth,5,1,3,192,100,0,2,0,,1,0,0,1,1
Kushalos,Iron Valiant,5,1,3,246,85,0,2,1,Ghost,1,0,0,0,1
Kushalos,Samurott-Hisui,2,3,0,48,100,0,2,0,,1,0,1,1,1
Dasmer03,Garganacl,3,2,0,30,154,54,3,1,Water,1,1,0,1,0
Dasmer03,Gholdengo,0,1,0,0,100,0,1,0,,1,1,0,1,0
Dasmer03,Great Tusk,5,2,2,172,106,6,3,0,,1,1,0,1,0
Dasmer03,Iron Valiant,2,3,1,67,100,0,1,0,,1,1,0,1,0
Dasmer03,Slowking-Galar,1,1,0,0,100,0,2,0,,1,1,0,1,0
Dasmer03,Zapdos,1,2,0,188,100,0,3,0,,1,1,1,1,0
mimilimi,Drifblim,1,1,1,10,24,0,0,0,,0,0,0,0,1
mimilimi,Enamorus-Therian,0,1,0,0,100,0,2,0,,0,0,0,1,1
mimilimi,Rillaboom,2,3,1,106,81,0,2,0,,0,0,0,0,1
mimilimi,Samurott-Hisui,2,3,0,85,112,12,2,0,,0,0,1,1,1
mimilimi,Sneasler,3,2,1,124,112,12,2,0,,0,0,0,1,1
mimilimi,Ursaluna,5,3,3,294,118,18,3,0,,0,0,0,1,1
Trogba Trogba,Cinderace,1,1,0,41,106,6,2,0,,1,1,0,1,0
Trogba Trogba,Garganacl,1,2,0,17,112,12,2,1,Water,1,1,0,1,0
Trogba Trogba,Great Tusk,1,1,0,0,112,12,2,0,,1,1,0,1,0
Trogba Trogba,Hoopa-Unbound,5,3,2,201,106,6,1,0,,1,1,0,1,0
Trogba Trogba,Scream Tail,2,1,0,25,131,31,3,0,,1,1,0,1,0
Trogba Trogba,Zapdos,3,3,2,105,100,0,3,0,,1,1,1,1,0
vaboh,Cinderace,0,0,0,0,0,0,0,0,,1,1,0,0,1
vaboh,Corviknight,3,2,0,10,55,50,1,0,,1,1,0,0,1
vaboh,Great Tusk,1,1,0,21,67,6,1,0,,1,1,0,0,1
vaboh,Heatran,4,1,0,22,2,2,1,0,,1,1,0,0,1
vaboh,Torkoal,1,4,0,0,4,0,1,0,,1,1,1,0,1
vaboh,Walking Wake,40,4,4,1031,162,162,1,1,Water,1,1,0,0,1
Electric win,Alomomola,18,9,0,0,476,376,9,0,,1,0,0,1,0
Electric win,Blissey,1,1,0,0,100,0,3,0,,1,0,0,1,0
Electric win,Corviknight,0,4,0,0,136,36,3,0,,1,0,0,1,0
Electric win,Dondozo,0,2,0,0,100,0,3,0,,1,0,0,1,0
Electric win,Tornadus-Therian,6,7,0,6,339,253,8,0,,1,0,0,0,0
Electric win,Ursaluna,11,7,0,171,176,102,3,1,Water,1,0,1,0,0
vaboh,Dragapult,1,2,1,1,100,0,2,0,,1,0,0,1,1
vaboh,Great Tusk,8,4,1,96,130,30,5,0,,1,0,1,1,1
vaboh,Kingambit,2,1,2,116,25,6,1,1,Flying,1,0,0,0,1
vaboh,Slowking-Galar,3,1,0,17,100,0,3,0,,1,0,0,1,1
vaboh,Volcanion,7,4,2,228,0,0,0,0,,1,0,0,0,1
vaboh,Zapdos,2,3,0,59,100,0,2,0,,1,0,0,1,1
Leftiez,Dragapult,5,2,0,20,118,18,3,0,,1,1,0,1,0
Leftiez,Grimmsnarl,5,3,0,0,103,3,4,0,,1,1,0,1,0
Leftiez,Hatterene,9,1,2,168,185,85,5,1,Water,1,1,0,1,0
Leftiez,Kingambit,0,1,0,0,100,0,1,0,,1,1,0,1,0
Leftiez,Rillaboom,1,2,0,6,106,6,3,0,,1,1,0,1,0
Leftiez,Sneasler,6,3,2,237,112,12,2,0,,1,1,1,1,0
Aberforth,Cinderace,4,2,1,93,68,0,2,0,,1,0,0,0,1
Aberforth,Kingambit,1,2,1,76,79,6,1,0,,1,0,0,0,1
Aberforth,Landorus-Therian,4,4,1,147,112,12,3,0,,1,0,0,1,1
Aberforth,Rotom-Wash,5,2,1,6,5,5,1,0,,1,0,1,0,1
Aberforth,Slowking-Galar,3,2,0,0,100,0,1,0,,1,0,0,1,1
Aberforth,Zamazenta,2,2,2,176,54,0,1,1,Fighting,1,0,0,0,1
VOLDEMANNAT,Dragapult,3,3,0,0,100,0,4,0,,1,1,1,1,0
VOLDEMANNAT,Enamorus,4,1,1,100,100,0,1,1,Ground,1,1,0,1,0
VOLDEMANNAT,Great Tusk,5,1,0,51,100,0,1,0,,1,1,0,1,0
VOLDEMANNAT,Iron Valiant,4,1,1,121,100,0,1,0,,1,1,0,1,0
VOLDEMANNAT,Kingambit,3,2,0,84,100,0,1,0,,1,1,0,1,0
VOLDEMANNAT,Scizor,2,1,0,38,100,0,2,0,,1,1,0,1,0
sunsetss,Armarouge,3,3,0,97,100,0,3,0,,1,0,0,1,0
sunsetss,Great Tusk,3,1,0,59,100,0,1,0,,1,0,1,1,0
sunsetss,Hatterene,0,1,0,0,100,0,1,0,,1,0,0,1,0
sunsetss,Hawlucha,2,1,1,41,100,0,2,0,,1,0,0,1,0
sunsetss,Indeedee,1,4,0,0,100,0,1,0,,1,0,0,1,0
sunsetss,Sneasler,12,2,2,177,100,0,2,1,Psychic,1,0,0,1,0
chloe,Cinderace,1,2,0,39,0,0,0,0,,1,1,1,0,1
chloe,Dragapult,3,3,2,253,100,0,2,0,,1,1,0,1,1
chloe,Great Tusk,0,2,0,25,100,0,1,0,,1,1,0,1,1
chloe,Kingambit,8,4,2,175,0,0,2,0,,1,1,0,0,1
chloe,Slowking-Galar,4,2,1,8,74,22,2,0,,1,1,0,0,1
chloe,Zapdos,2,2,1,74,100,0,2,1,Fairy,1,1,0,1,1
Mushfiq98,Hydreigon,13,10,1,235,203,103,3,0,,1,1,0,1,0
Mushfiq98,Iron Valiant,1,3,0,0,120,20,2,0,,1,1,0,1,0
Mushfiq98,Kingambit,5,2,1,163,130,30,3,1,Flying,1,1,0,1,0
Mushfiq98,Landorus-Therian,13,4,0,238,178,78,6,0,,1,1,1,1,0
Mushfiq98,Slowking-Galar,53,20,1,491,896,796,30,0,,1,1,0,1,0
Mushfiq98,Zamazenta,17,15,2,535,100,0,5,0,,1,1,0,1,0
Finchinator,Corviknight,22,9,0,263,421,321,16,0,,1,0,0,1,1
Finchinator,Garganacl,33,11,3,183,704,604,22,1,Ghost,1,0,0,1,1
Finchinator,Great Tusk,1,1,0,20,100,0,2,0,,1,0,0,1,1
Finchinator,Ting-Lu,17,16,1,299,446,346,18,0,,1,0,1,1,1
Finchinator,Toxapex,6,14,1,8,510,425,9,0,,1,0,0,0,1
Finchinator,Zamazenta,5,5,1,176,100,0,2,0,,1,0,0,1,1
Kushalos,Dragapult,3,3,2,173,12,0,0,1,Ghost,1,1,0,0,1
Kushalos,Garganacl,1,1,0,0,143,43,3,0,,1,1,0,1,1
Kushalos,Great Tusk,9,3,1,218,129,29,5,0,,1,1,0,1,1
Kushalos,Heatran,0,0,0,0,0,0,0,0,,1,1,0,0,1
Kushalos,Rotom-Wash,3,3,0,29,107,7,3,0,,1,1,1,1,1
Kushalos,Slowbro,5,2,3,190,92,0,2,0,,1,1,0,0,1
1 True Lycan,Great Tusk,5,3,1,167,106,6,4,0,,1,0,0,1,0
1 True Lycan,Hydreigon,6,2,2,215,100,0,1,0,,1,0,0,1,0
1 True Lycan,Iron Valiant,1,1,0,0,100,0,2,1,Steel,1,0,0,1,0
1 True Lycan,Landorus-Therian,4,5,0,22,118,18,3,0,,1,0,1,1,0
1 True Lycan,Scizor,3,2,0,48,106,6,5,0,,1,0,0,1,0
1 True Lycan,Slowking-Galar,1,3,0,0,141,41,3,0,,1,0,0,1,0
Xrn,Baxcalibur,2,2,0,70,48,24,0,0,,1,1,0,0,1
Xrn,Cinderace,7,5,0,203,100,0,3,0,,1,1,0,1,1
Xrn,Enamorus,15,7,4,594,49,0,3,1,Fairy,1,1,0,0,1
Xrn,Great Tusk,4,1,0,73,98,0,4,0,,1,1,0,0,1
Xrn,Kingambit,2,2,0,20,12,12,1,0,,1,1,0,0,1
Xrn,Slowking-Galar,9,7,0,30,98,98,4,0,,1,1,1,0,1
course of a day,Cresselia,13,5,1,100,314,223,8,1,Steel,1,0,0,0,0
course of a day,Dondozo,2,3,0,58,60,0,4,0,,1,0,0,0,0
course of a day,Great Tusk,4,2,0,69,100,0,5,0,,1,0,0,1,0
course of a day,Moltres,5,5,0,28,213,113,6,0,,1,0,0,1,0
course of a day,Slowking,2,5,0,0,233,133,4,0,,1,0,1,1,0
course of a day,Ting-Lu,4,5,0,49,131,31,4,0,,1,0,0,1,0
Starfire Scarlet,Dragapult,7,5,3,297,100,0,2,0,,0,0,0,1,0
Starfire Scarlet,Great Tusk,5,2,1,175,100,0,2,0,,0,0,0,1,0
Starfire Scarlet,Kingambit,0,2,0,0,100,0,1,0,,0,0,0,1,0
Starfire Scarlet,Meowscarada,1,2,0,53,100,0,2,0,,0,0,1,1,0
Starfire Scarlet,Rotom-Wash,5,5,0,62,131,31,4,0,,0,0,0,1,0
Starfire Scarlet,Slowking-Galar,6,6,0,40,233,133,5,0,,0,0,0,1,0
blunderr,Amoonguss,4,7,0,127,277,200,9,0,,1,1,1,0,1
blunderr,Cinderace,4,3,1,47,100,0,2,0,,1,1,0,1,1
blunderr,Dragapult,0,1,0,0,100,0,1,0,,1,1,0,1,1
blunderr,Iron Valiant,5,3,2,190,100,0,3,1,Steel,1,1,0,1,1
blunderr,Landorus-Therian,2,3,0,0,118,18,2,0,,1,1,0,1,1
blunderr,Samurott-Hisui,6,5,3,245,40,0,1,0,,1,1,0,0,1
DonSalvatore,Enamorus-Therian,24,7,1,385,163,163,5,1,Water,1,0,0,0,1
DonSalvatore,Great Tusk,6,1,0,97,53,9,2,0,,1,0,0,0,1
DonSalvatore,Grimmsnarl,5,2,0,52,100,0,2,0,,1,0,1,1,1
DonSalvatore,Kingambit,4,5,0,119,24,0,0,0,,1,0,0,0,1
DonSalvatore,Rillaboom,3,3,0,18,72,12,2,0,,1,0,0,0,1
DonSalvatore,Sneasler,2,1,1,116,111,11,1,0,,1,0,0,1,1
Aurella,Baxcalibur,0,0,0,0,0,0,0,0,,1,1,0,0,0
Aurella,Corviknight,16,6,0,123,392,292,9,0,,1,1,0,1,0
Aurella,Great Tusk,0,0,0,0,0,0,0,0,,1,1,0,0,0
Aurella,Ting-Lu,3,3,0,50,106,6,2,0,,1,1,1,1,0
Aurella,Tornadus-Therian,5,4,1,121,80,18,2,0,,1,1,0,0,0
Aurella,Toxapex,16,9,1,101,209,136,6,1,Fairy,1,1,0,0,0
Kaif☆彡Plays♗,Baxcalibur,6,3,1,175,161,61,2,0,,1,1,0,1,0
Kaif☆彡Plays♗,Cinderace,0,2,0,0,100,0,1,0,,1,1,0,1,0
Kaif☆彡Plays♗,Enamorus,5,8,1,204,100,0,1,0,,1,1,0,1,0
Kaif☆彡Plays♗,Great Tusk,2,2,0,107,118,18,3,0,,1,1,0,1,0
Kaif☆彡Plays♗,Kingambit,0,1,0,0,106,6,2,0,,1,1,0,1,0
Kaif☆彡Plays♗,Slowking-Galar,9,9,0,0,279,179,7,1,Water,1,1,1,1,0
fatfighter2,Amoonguss,1,2,0,0,27,0,1,0,,1,0,0,0,1
fatfighter2,Enamorus,5,3,2,144,67,0,2,0,,1,0,0,0,1
fatfighter2,Garganacl,7,4,2,78,181,124,6,1,Water,1,0,0,0,1
fatfighter2,Great Tusk,7,5,2,297,100,0,2,0,,1,0,0,1,1
fatfighter2,Heatran,2,2,0,0,11,0,1,0,,1,0,0,0,1
fatfighter2,Zapdos,2,3,0,42,100,0,4,0,,1,0,1,1,1
pitita queen,Dragonite,1,1,1,63,100,0,1,0,,1,1,0,1,0
pitita queen,Enamorus,3,4,1,211,100,0,2,1,Fairy,1,1,0,1,0
pitita queen,Garganacl,2,3,1,14,125,25,5,0,,1,1,0,1,0
pitita queen,Gholdengo,1,3,0,70,100,0,2,0,,1,1,1,1,0
pitita queen,Great Tusk,3,4,1,20,100,0,5,0,,1,1,0,1,0
pitita queen,Slowking-Galar,3,4,0,0,175,75,4,0,,1,1,0,1,0
MichaelderBeste2,Baxcalibur,2,1,1,151,100,0,1,0,,1,0,0,1,1
MichaelderBeste2,Cinderace,4,3,0,58,42,0,1,0,,1,0,0,0,1
MichaelderBeste2,Enamorus,6,4,3,372,100,0,2,0,,1,0,1,1,1
MichaelderBeste2,Great Tusk,4,3,0,80,100,0,2,0,,1,0,0,1,1
MichaelderBeste2,Kingambit,2,2,2,39,16,0,1,1,Flying,1,0,0,0,1
MichaelderBeste2,Slowking-Galar,2,2,0,0,133,33,2,0,,1,0,0,1,1
King of Capitalism,Baxcalibur,0,1,0,0,100,0,1,0,,1,0,0,1,0
King of Capitalism,Ceruledge,2,1,0,28,115,15,3,0,,1,0,0,1,0
King of Capitalism,Enamorus-Therian,5,2,0,36,150,50,4,0,,1,0,0,1,0
King of Capitalism,Glimmora,3,3,0,6,100,0,2,0,,1,0,1,1,0
